Country,State_id,Year,Score
Cyprus,4,2021,2.8860003283278446
Lesotho,0,2021,3.996928957265943
Laos,1,2018,3.5591607001344485
Sri Lanka,0,2021,1.9840575160430052
Iran,4,2017,8.294758064403908
Ghana,1,2020,6.2926963254369745
Honduras,3,2018,4.312530580549589
Turkmenistan,3,2021,0.5735497825788592
Montenegro,3,2016,2.7634428362384638
Romania,4,2019,0.6633069997771536
Kyrgyzstan,1,2017,4.387691316403445
Uzbekistan,1,2016,0.7335165009126079
Nigeria,4,2019,3.7438018575734264
Greece,0,2020,8.464303702906253
Moldova,1,2019,5.47042902119618
Bulgaria,1,2017,2.945311733303934
Central African Republic,0,2015,3.785556548445799
Nigeria,3,2021,0.24899335867488961
Thailand,3,2020,1.4890886970522945
Argentina,3,2015,7.920507266779849
Japan,0,2018,5.753860629618796
Thailand,2,2017,6.443720977721487
Macedonia,3,2017,9.09931861541001
Malta,1,2018,11.173970379672063
Bahrain,2,2020,13.604523166438268
Libya,2,2018,3.3758068569817943
Italy,0,2015,2.705172006169875
Bosnia and Herzegovina,4,2016,5.759691418161462
Switzerland,1,2017,14.103937938976165
Austria,4,2019,6.8704081551694856
El Salvador,0,2019,8.094460386155502
Sweden,0,2019,3.84754696589445
Tajikistan,0,2021,6.521050655542492
Belize,1,2018,9.054977433575548
Italy,2,2018,9.371654689169908
Montenegro,0,2015,6.939493112266571
Congo (Brazzaville),0,2017,0.3632620437350725
Dominican Republic,2,2021,3.202591004896659
Mali,1,2019,5.279959121643181
Turkmenistan,4,2019,2.9613739131331687
Kosovo,1,2016,6.062645462049224
Libya,2,2021,6.654346615755035
Nigeria,3,2019,5.081307071027309
Peru,0,2021,7.562382236098434
Hungary,2,2019,10.20481500907485
Sierra Leone,3,2015,8.76511244354868
Jordan,2,2018,6.605640224042662
Kyrgyzstan,2,2020,6.2213011011694865
Brazil,1,2016,7.304626116770358
Netherlands,0,2021,11.715051326627123
Syria,4,2015,3.387008931352139
Romania,3,2016,2.1780306055808136
Uganda,1,2019,4.056818325977294
Malawi,2,2021,5.743861160069993
Gabon,1,2020,2.30374959600867
Israel,1,2015,8.59841362548923
Portugal,4,2018,8.265808360890928
France,2,2020,10.218842082780965
Russia,1,2015,6.827083209093526
Algeria,3,2017,1.656621487802691
Burundi,3,2017,4.475286555661642
Central African Republic,3,2018,3.1752342798346347
Iran,4,2021,1.8251774409382095
France,3,2018,4.388149079414891
Niger,0,2016,1.0350766979851869
Serbia,2,2018,5.8669545469611
Switzerland,2,2021,7.800115221199319
Iraq,2,2015,8.147327440311726
Ivory Coast,3,2019,4.808215231726743
Romania,2,2015,4.9782427799855125
Austria,1,2019,3.1823126264739727
Philippines,1,2020,1.4966202064172553
Luxembourg,0,2016,0.9445429224520487
Georgia,0,2019,2.5855029721925527
Belgium,0,2016,2.6003884736288856
Iraq,3,2017,9.156345778501498
Sweden,3,2015,11.86357246211
Belize,1,2016,7.635642067684921
Bolivia,2,2017,2.491028499991917
Mongolia,0,2016,6.4716696249153705
Gabon,2,2016,3.772426647838666
Mexico,3,2020,1.0076073810980097
Mauritania,1,2019,7.785369186427677
Nepal,3,2017,1.734843006648485
Costa Rica,4,2017,3.5631010998209875
Luxembourg,2,2017,7.995153485238081
Congo (Brazzaville),2,2020,6.629665942704959
Guinea,1,2016,7.54557487281572
Moldova,1,2020,2.137290195276029
Iceland,3,2020,14.474640828613781
Pakistan,3,2019,8.087636265287774
Costa Rica,0,2020,5.980718491661257
Ghana,1,2015,6.154476348887626
Burkina Faso,0,2021,4.013527438431145
United Kingdom,2,2021,8.977691483123355
France,2,2018,14.250005358950377
Australia,2,2019,5.335087281441069
Algeria,0,2015,5.889047568532017
Portugal,2,2016,0.8824172214691887
Venezuela,1,2021,11.071000498507871
Poland,2,2017,1.8578234923190002
Netherlands,1,2020,9.202931584273756
Estonia,4,2017,6.421663638190938
Russia,1,2018,1.5734143508777854
Thailand,4,2017,5.804012466451257
Latvia,1,2018,0.8347958893128111
Czech Republic,0,2020,7.698425229028129
Luxembourg,1,2018,4.108587837502886
Uzbekistan,2,2015,6.94076593370615
Taiwan,1,2019,8.830174851383857
Ghana,0,2019,5.691891764946058
Nigeria,0,2015,9.392605211061964
Myanmar,0,2019,5.029145035628522
Netherlands,1,2021,3.618079508121806
Portugal,1,2017,4.55704481919922
Russia,2,2015,1.6500777169594043
Dominican Republic,0,2017,9.225711244027769
Liberia,2,2017,4.088538069157378
South Korea,0,2018,11.650968134048759
Indonesia,2,2016,4.788088359370601
Sierra Leone,2,2021,3.8612046415742793
Yemen,1,2016,6.090913199101266
Malta,0,2016,8.739836533927294
Bosnia and Herzegovina,3,2019,4.2029596481662805
South Sudan,1,2018,2.1870402625620375
Slovenia,3,2017,0.9979259810955011
Philippines,1,2019,2.9797847800356747
Zimbabwe,4,2016,9.108106295577377
Laos,2,2019,3.9417692872799526
Senegal,0,2020,3.5214360270708904
Slovakia,2,2019,5.308312807420249
Guatemala,1,2019,12.960093066440491
Ireland,3,2019,0.9166988375483347
Colombia,2,2015,9.516646928858288
Vietnam,2,2021,5.1965504304991645
Chile,1,2019,11.370960724953617
Kosovo,0,2017,6.179562673338388
Namibia,3,2019,2.7305920739150067
Cyprus,0,2016,11.502663127639739
China,2,2021,1.6426257166594542
Uzbekistan,2,2018,0.46108770503873264
Congo (Brazzaville),2,2017,8.044045686904273
Azerbaijan,2,2019,9.321540495500187
Botswana,1,2015,3.2929797398871186
Cambodia,1,2017,4.388898830616246
Kuwait,2,2016,7.451004378567275
Netherlands,2,2018,12.331221394634465
Philippines,2,2015,6.933302046638342
Lebanon,2,2017,4.021019695069747
United Arab Emirates,2,2021,15.770903355382512
Japan,1,2021,4.782420078367519
Spain,1,2021,7.807704906955948
Benin,0,2019,6.731897938498409
Hong Kong,0,2016,1.0532230725260159
Liberia,0,2017,2.9553485380771622
Egypt,1,2015,1.7651056340618618
Denmark,1,2021,9.363764803793597
Zambia,4,2020,0.3963968235510296
Colombia,2,2017,8.712477708890807
Cyprus,2,2020,4.769476823278097
Spain,3,2015,5.077600011210207
Haiti,2,2021,2.3757202983909993
Singapore,3,2018,0.014515760742364606
Taiwan Province of China,0,2020,1.5888235277052625
South Korea,2,2018,11.214921240488781
Iran,0,2020,8.284221503386615
Myanmar,0,2015,2.3295466808107115
Serbia,1,2019,6.745585647169869
Somalia,0,2016,3.6935537460960797
Honduras,2,2020,0.49790152410163185
Denmark,2,2021,12.76806849017653
Cambodia,0,2017,0.982709269293634
Senegal,3,2016,8.984210033738915
Sri Lanka,3,2019,3.1655338446717387
Namibia,2,2017,3.709123272883484
Bosnia and Herzegovina,4,2015,4.4521956946533345
Serbia,2,2020,9.813978417883588
Myanmar,0,2021,4.416228559473365
Moldova,4,2019,4.070517215845311
Spain,3,2018,1.9695482142031289
Canada,2,2021,8.01499496991614
Honduras,1,2015,1.6482663611523583
Bosnia and Herzegovina,2,2018,4.345034666768039
South Korea,0,2020,9.86828309150005
Kyrgyzstan,3,2018,1.7158247201394667
Panama,3,2019,9.356074954950715
Liberia,1,2017,3.602919514099643
Philippines,2,2019,6.742549795506812
Panama,0,2020,1.4474835094541358
Argentina,4,2020,10.40368450208503
Libya,2,2015,1.3779463094128281
North Cyprus,0,2020,5.723275965220663
Croatia,2,2018,12.057560071104163
Brazil,2,2020,9.755500927654005
Lithuania,3,2019,2.9177247929202665
Poland,3,2020,8.513447040200443
Malaysia,1,2018,3.5124213812319347
Rwanda,4,2017,3.6553311015024432
Nepal,4,2017,7.798836646126919
Tunisia,3,2017,2.120276129454699
Italy,4,2021,8.85201006339617
Germany,2,2021,10.79524023987377
Botswana,0,2019,4.802566694783973
Nepal,1,2017,7.802823225868493
Ecuador,4,2016,4.188323221244372
Qatar,2,2016,10.469784066016464
Russia,1,2020,1.4714699157652171
Uzbekistan,2,2019,5.569004124178087
Jordan,2,2016,0.7138492017148995
Suriname,3,2015,4.832182825909704
Mali,2,2015,4.507353915320657
Cameroon,2,2021,7.9616869794329395
Finland,1,2021,3.410721566562012
Myanmar,2,2017,4.378727208990281
Madagascar,1,2017,1.7397699410961593
India,2,2017,6.72712167036216
Botswana,0,2020,6.708857557060447
Niger,2,2017,6.520741381479268
Denmark,0,2015,8.825266521106398
El Salvador,2,2015,8.829060409033971
Albania,0,2018,7.329489029793485
Moldova,0,2018,5.869736065222602
Iraq,1,2020,4.807283397704871
Bulgaria,3,2019,8.663387754763743
Costa Rica,2,2019,15.257210199040136
Philippines,3,2018,7.333362925203932
Guatemala,0,2018,8.176992953593759
Macedonia,0,2017,7.337671293363128
Slovenia,1,2019,0.17969143204987376
Macedonia,1,2015,6.239267040526418
Turkey,0,2016,6.899903957117771
Albania,0,2021,3.413814590813736
Argentina,2,2017,8.528401448568124
Albania,1,2020,2.2620138592086163
Mexico,2,2019,8.526817969793436
Morocco,2,2019,4.0239508363208945
Gabon,2,2020,6.110623893899947
Argentina,1,2018,8.320020421419626
Lebanon,0,2021,2.52117162852003
Congo (Kinshasa),3,2016,2.3643224290589924
Bolivia,1,2021,3.9812675215361466
Hong Kong,3,2016,10.531444654476646
Gabon,1,2021,3.457710027789341
Costa Rica,0,2018,4.862866302357706
Libya,0,2016,5.028626169794344
Colombia,3,2015,6.9326752857445255
Jordan,2,2021,2.826795985198854
Georgia,1,2018,1.992907887548854
France,2,2021,1.9769759215778406
Bhutan,1,2016,4.668744426910869
New Zealand,3,2017,7.500771851153274
Haiti,2,2015,0.8384237519434049
Lithuania,3,2015,6.236032584599156
Peru,0,2017,6.331098746856666
Poland,3,2015,1.1365528341859
Togo,0,2020,5.96893395763606
Syria,0,2017,0.9344946379768075
Mongolia,2,2021,6.233428545531935
Uganda,3,2016,0.6154566579635116
United Arab Emirates,4,2016,8.258488741399832
Afghanistan,0,2021,1.7751202762069505
Egypt,1,2018,0.16402758196742662
Poland,2,2018,2.148138220599568
Canada,0,2017,0.6826274986843806
Taiwan,2,2019,9.2077862108397
Colombia,1,2018,5.197146169987874
Tajikistan,2,2021,3.7169391088732984
Russia,3,2015,6.7587683320642835
Kenya,2,2019,4.292904164365257
Kenya,2,2017,6.399426344643227
Italy,3,2017,3.8368189768703442
Venezuela,0,2021,4.838418478695279
Singapore,2,2016,3.2898679803787387
Bosnia and Herzegovina,3,2017,5.561704864547072
Venezuela,0,2020,2.7881752162458158
Uzbekistan,3,2019,2.003334680678396
Guinea,1,2018,0.8052655065362405
Kyrgyzstan,1,2015,6.7475899568159425
Uganda,1,2016,4.265503303551449
Ethiopia,1,2018,6.309646970799866
Lithuania,1,2015,6.724664593838289
Taiwan Province of China,1,2021,2.1418960037814534
Uganda,0,2020,0.16230617848854245
Israel,1,2021,10.77217575383787
El Salvador,4,2019,1.9673458182892236
Botswana,0,2021,1.5554042492658513
Italy,1,2015,11.956931559551984
Laos,2,2015,6.011634101183234
Ethiopia,1,2020,5.564608868895739
Ghana,2,2015,4.0592348003994765
China,2,2017,6.288478588815235
Chad,4,2017,1.9474322130537731
Greece,3,2020,0.9176585074433353
Sierra Leone,1,2017,0.8243139322521623
Lesotho,1,2015,5.448734384678693
Nicaragua,4,2017,2.384252732589619
Denmark,1,2019,2.8777600050227234
Indonesia,0,2021,4.981191912278739
South Korea,3,2018,1.3069911516777806
Uganda,1,2018,3.7053921020913907
Cambodia,2,2021,6.8776092652382586
Haiti,1,2016,7.347927717274459
Malaysia,0,2020,7.003535656088711
India,4,2019,5.3643228214828245
Austria,3,2019,1.7371860055228594
Israel,3,2018,12.2956961399277
Switzerland,2,2015,12.27135093757727
United States,4,2015,8.17766323412465
Bahrain,0,2016,4.413525497093767
Haiti,1,2021,5.4412058344949825
Mexico,2,2020,9.392017593086761
Estonia,1,2020,7.0834918604833375
Moldova,0,2020,7.073169189416244
Serbia,2,2019,1.5030896930603297
Austria,0,2020,7.34150776748415
Peru,0,2015,8.598497734212309
Portugal,0,2016,4.9023677264221925
Sri Lanka,2,2018,4.527548846418182
Uzbekistan,0,2021,7.67491946477409
Russia,0,2021,1.9906249214382525
Bolivia,1,2019,7.906648377810438
Israel,2,2018,6.768090256157328
Kyrgyzstan,4,2016,6.1356229453125835
Senegal,1,2015,3.5538894352646815
Nigeria,0,2017,3.8769977879138144
Hungary,0,2021,7.96388479629352
Tunisia,1,2021,5.557057090598372
Yemen,1,2017,1.0608945246325385
Israel,2,2021,5.8247899481749545
Ecuador,2,2019,7.665988760858262
Algeria,1,2016,3.39138763778997
Trinidad and Tobago,3,2016,6.116105600250066
Latvia,2,2020,3.3201685135290564
Slovenia,3,2020,4.604630977780398
Congo (Kinshasa),2,2019,5.7927505890789845
Thailand,1,2019,8.756510082859231
Bulgaria,1,2018,5.795347832424812
Peru,2,2015,6.9908535022098315
Mali,1,2016,0.4205641853954838
Poland,1,2018,4.46153467247851
South Korea,1,2021,3.509235198896292
Switzerland,2,2017,4.053701216230279
Northern Cyprus,0,2018,2.428198492659141
Czech Republic,0,2017,9.134405689600536
Pakistan,1,2018,5.214802579845577
Bolivia,1,2018,5.756512127744513
Romania,1,2019,7.817231793740378
Comoros,2,2020,2.969979308970833
Albania,2,2015,6.185542469397858
Venezuela,1,2020,0.62134335880211
Uruguay,1,2020,15.388605961856303
Kuwait,1,2015,2.4068028772689005
Belarus,2,2016,3.3049107902584542
Croatia,0,2015,3.1263793350658764
Malta,1,2015,7.61508609393457
Costa Rica,3,2021,6.3274483660898975
Hungary,1,2016,0.5929800177645863
Netherlands,0,2019,0.056405714419106835
Honduras,4,2021,0.5877438168217465
Afghanistan,4,2021,4.006996958079256
Azerbaijan,4,2019,5.486530365728358
Bangladesh,1,2015,13.300710070755393
Luxembourg,2,2015,13.235936611549777
Benin,4,2016,3.5730139742679055
Uruguay,3,2016,10.034567361218382
Botswana,3,2018,4.4824893086989395
Egypt,2,2015,8.64579109882973
Nigeria,4,2015,9.24684685099652
Mongolia,1,2020,0.6703471816042427
Myanmar,3,2016,3.9579363244912247
Kosovo,3,2015,1.8726746933268419
Algeria,1,2018,5.440908301049546
Nicaragua,0,2019,10.898145715768097
Vietnam,1,2021,4.425024739228979
Togo,0,2019,4.735081226122074
Japan,3,2015,8.373928781784041
Cyprus,1,2018,0.17914638199587868
Brazil,0,2016,7.846841790563364
Togo,3,2016,3.718949924028273
Mali,3,2015,0.13768471528507606
Japan,0,2015,3.696011079489317
Egypt,1,2019,7.273916912782878
Ethiopia,2,2017,0.21117456299512843
Guinea,0,2015,4.43740039179626
Palestinian Territories,0,2017,3.841057882476036
Yemen,2,2017,3.610622165957576
Lebanon,0,2015,2.3904090533699742
Australia,3,2017,7.44921263302029
Hungary,1,2015,3.7667746247837326
Peru,4,2016,8.326888387583033
Cambodia,0,2019,0.07020056962496439
Nigeria,2,2015,3.5936340649284664
Egypt,3,2016,5.140237328068216
Singapore,1,2020,6.272286902351962
Ethiopia,0,2015,4.985668348776467
India,1,2019,5.9914857094850476
Algeria,4,2020,2.4733981240782192
South Sudan,0,2017,6.5837918292956665
Belarus,0,2018,6.741738662456929
Qatar,2,2019,6.25337490006484
Croatia,1,2017,6.703364694953561
Cyprus,0,2015,10.63318109402316
South Sudan,4,2020,0.6451308829427777
Luxembourg,2,2016,2.1889117653261443
Ghana,2,2016,5.3596661143378865
Norway,1,2019,2.567355913402401
Saudi Arabia,0,2016,3.8588928540680887
Australia,2,2021,8.050049137760949
Israel,2,2015,10.411712910440903
Panama,2,2016,19.794769711695388
Montenegro,2,2017,5.529660807045426
Malta,4,2021,6.404745976138277
Sudan,0,2018,3.7766943287044716
Maldives,0,2020,13.368959991307383
Guinea,2,2019,5.706910410747823
Japan,4,2015,1.1566100305986058
Norway,2,2019,13.128041057061594
Malawi,0,2017,0.9192936587096999
Libya,2,2019,7.113837618736802
North Cyprus,2,2021,0.4541302151182957
South Sudan,2,2016,6.1939468861027835
Egypt,3,2020,3.809489068860371
Cambodia,1,2015,4.11603857477316
Syria,2,2018,4.071637900287434
Jamaica,0,2018,7.817677348563941
Niger,2,2016,6.039903784155716
Uzbekistan,0,2017,16.038219940120925
Turkey,2,2015,5.053439945819814
Burundi,0,2018,3.5942551199308688
Zambia,2,2021,3.5515233348151267
Bahrain,4,2016,5.695390261551923
Paraguay,0,2018,5.429890558390651
El Salvador,0,2018,16.81215835080327
Madagascar,3,2020,5.43175808816238
Armenia,2,2015,3.546944875612435
Niger,0,2017,0.6712786797886727
Iran,2,2020,0.12542234043347705
Albania,3,2017,6.303973287120912
Northern Cyprus,0,2019,1.625968388564619
Cambodia,2,2015,3.5130675262887125
Libya,0,2019,7.091744231528071
Slovakia,1,2016,3.5827330345878643
Chile,0,2020,11.041814255896819
Russia,2,2017,8.925879826362506
Malawi,3,2016,5.154796908866279
Cameroon,4,2021,3.6440783118571796
Qatar,4,2019,2.9511298636236356
Afghanistan,2,2015,7.208172719595751
Poland,0,2019,8.5958920867487
Madagascar,4,2019,0.11283014772458956
Kuwait,3,2016,8.816789421505701
Zambia,3,2016,3.8036062861699604
Kazakhstan,2,2019,4.139458700967093
Turkmenistan,3,2019,7.614869825950889
Laos,4,2015,4.81729574599973
Sierra Leone,1,2021,3.310804519700695
Madagascar,2,2021,5.642025438047758
Kazakhstan,1,2015,2.448258057822633
Malaysia,1,2021,5.717370901172926
Poland,2,2015,4.203380667715328
Trinidad & Tobago,1,2019,2.697627051621608
Latvia,0,2015,8.033132922134376
Morocco,2,2021,5.526502234128898
Belgium,0,2021,11.396082952020604
Panama,4,2017,7.624715650035771
Angola,4,2018,8.165297172913384
Mauritania,0,2016,1.7046102446823497
Uganda,2,2015,6.685535683936517
Greece,4,2015,5.646779188541234
Hong Kong,3,2015,0.7056370234628124
Namibia,2,2016,8.360748738169494
Mauritius,1,2016,0.967280717140382
Ukraine,3,2021,4.6119972906948234
Pakistan,0,2015,3.9191841306961033
Afghanistan,3,2021,0.3654410160107107
Singapore,0,2021,0.6371758112597542
Kenya,0,2021,2.2038937498129636
Saudi Arabia,0,2021,1.0797610469582857
Russia,1,2019,2.2078327307538026
Algeria,3,2015,2.7776817109969727
Bahrain,0,2018,5.835935836570009
Saudi Arabia,3,2015,9.636403938280946
Sudan,1,2017,1.518472032364739
Kuwait,0,2020,8.512718953553478
Dominican Republic,0,2019,4.7721071099318895
Germany,1,2017,11.777865341187487
Croatia,1,2020,7.742904022219588
Tanzania,0,2015,2.1964281110667234
Guatemala,4,2021,5.786749628895833
Australia,1,2021,9.131559907790068
Cyprus,3,2019,5.892136555925862
Ecuador,0,2021,8.5186340543149
Zambia,3,2015,3.3308013691600467
Peru,1,2017,3.841176703664133
Togo,1,2016,2.504077648063678
Germany,3,2020,8.504804918541717
Spain,2,2019,9.831860464202888
Spain,4,2018,10.71535123547931
Panama,3,2017,6.26072834693226
Nigeria,3,2018,4.040502902813413
Ethiopia,1,2021,4.5689256488397705
Hong Kong S.A.R. of China,0,2021,5.13209609832929
Afghanistan,2,2021,3.745356688819422
Burundi,4,2020,5.895045713202333
Latvia,2,2015,2.38176950192266
South Africa,3,2016,6.657101249011663
Chile,2,2015,14.323029032661204
Rwanda,3,2018,5.575025610427258
North Cyprus,1,2015,10.609211963242398
Brazil,0,2020,3.812258836852722
Singapore,3,2015,11.822241118773118
Austria,0,2017,3.8130786350415042
Zambia,2,2019,4.003258492513892
Burundi,2,2021,1.4263655379039126
Morocco,0,2018,14.30320165130936
Zambia,3,2020,2.849016474408677
Georgia,2,2016,5.0298640858855475
Macedonia,0,2016,7.281258025964386
Malaysia,3,2017,6.152144956243723
Mexico,2,2016,8.521331083949844
Paraguay,4,2016,5.780447096294821
South Sudan,3,2020,3.6946250423679725
Brazil,3,2020,8.819424654157476
Ethiopia,1,2016,5.10024138739231
Costa Rica,2,2021,7.11353060193216
Latvia,0,2017,7.466936480382619
Nicaragua,0,2016,4.905981266771402
Morocco,0,2016,1.9601982931434832
Zimbabwe,0,2015,7.204232983988523
Macedonia,2,2018,8.780384515341268
Laos,1,2016,8.712075643435192
Comoros,2,2021,4.162358879005921
Tunisia,0,2020,5.624460515768301
Burundi,1,2019,5.886031082103045
Malta,4,2017,8.19133869483015
Sri Lanka,4,2017,6.026198495878873
United Arab Emirates,3,2016,8.411118109134355
Ecuador,3,2019,0.6851249828853685
Vietnam,3,2016,10.257056594213875
Gambia,0,2021,8.324944007898482
Slovenia,2,2018,10.239985062835672
Bangladesh,4,2015,2.4033181569411077
Congo (Kinshasa),1,2018,2.7649246379605392
Taiwan Province of China,3,2020,8.195528971631571
Malta,1,2020,3.429987959280574
Botswana,4,2015,0.6747264175122722
Venezuela,2,2017,0.0020622091513545584
Slovakia,0,2019,2.336775955886776
Comoros,2,2019,9.989347994049735
New Zealand,4,2019,10.017714277867452
Somalia,0,2017,2.829267565013988
Congo (Brazzaville),0,2018,5.225843092155652
Rwanda,0,2018,6.514569775168434
Zambia,1,2020,5.212382827546765
Venezuela,1,2019,2.889856756817209
Bahrain,3,2016,10.275955991406825
Iceland,1,2018,7.610778745464435
United Kingdom,0,2017,5.909733722536141
Lithuania,1,2018,2.3199895084746585
Croatia,2,2020,6.841674167167035
Azerbaijan,0,2021,5.45947818303286
Liberia,0,2018,5.708614355803421
Central African Republic,0,2017,3.3359107570182873
Kosovo,1,2019,5.990118182217078
Denmark,0,2020,6.115395811933317
Norway,1,2021,6.659066011099901
Chad,1,2016,0.1892879995547226
Luxembourg,1,2021,5.250419420168047
Macedonia,2,2020,9.40258729432882
Mauritius,0,2021,1.2221854555333622
France,3,2016,11.152585246273578
Portugal,2,2018,4.330468882166187
Lebanon,0,2020,6.909646815439632
Germany,1,2021,4.632766052716604
Taiwan,0,2018,1.7531174708504942
Iran,2,2018,7.554501217837785
Bahrain,0,2015,11.012387278486583
Chile,1,2016,4.648088522839297
Liberia,0,2021,4.85349089680806
Algeria,0,2017,6.4461838453425715
Togo,1,2018,5.4929060479667005
Romania,2,2018,1.3784567563748902
Paraguay,2,2017,0.35740022288241213
Kenya,1,2018,3.3959549962253246
Haiti,1,2018,4.353849945865615
China,0,2019,7.861099275942282
Albania,2,2017,4.977252133050895
Turkey,0,2018,8.900331998578684
Brazil,0,2018,7.719430834734734
South Korea,2,2021,7.630662770114488
Saudi Arabia,2,2019,9.516302306894042
Paraguay,2,2019,5.006998672951679
Germany,0,2021,6.036993707409626
Qatar,1,2018,4.625851138874707
Czech Republic,1,2020,6.139101309924857
United States,2,2017,2.6798899242440877
Iceland,2,2018,7.678232622003978
Luxembourg,0,2018,4.217056626587994
Sri Lanka,1,2021,5.905148375207004
Tunisia,1,2018,7.429641146999182
Gambia,3,2019,8.017017278600163
Dominican Republic,2,2015,4.638787194995036
Burkina Faso,0,2017,3.106514669534377
Guinea,3,2021,0.49337379913685375
Ireland,2,2020,7.450518341812577
Cambodia,3,2019,8.745566242718347
Syria,2,2015,3.7592081117994707
Benin,1,2016,2.281178450354696
Lebanon,1,2015,1.8869101438599003
Uganda,2,2018,2.261139579250669
Belgium,2,2017,5.673859979098211
Panama,0,2017,12.716997628225359
Czech Republic,0,2018,2.4850415805738164
Latvia,2,2021,6.170645882391745
Montenegro,1,2018,2.292074964284
Cameroon,2,2020,4.895263884133026
Guatemala,0,2016,3.688749119044263
North Cyprus,3,2017,1.4781289831631963
Tanzania,2,2018,2.6743859625787643
Tanzania,2,2015,2.472144604398584
Macedonia,3,2016,3.451619451047913
Indonesia,2,2015,5.191192668047315
Croatia,2,2019,2.7138026377110105
Lesotho,3,2017,1.9683042758400384
Iceland,4,2020,6.9828445254073355
Georgia,0,2017,0.42305651758063023
Pakistan,1,2020,1.7942660081992827
Libya,1,2020,5.571745809240805
New Zealand,2,2021,3.1297499208068427
Jamaica,3,2020,10.357821585902856
Laos,0,2019,5.703115115113508
Switzerland,2,2020,7.4622695395812935
Malta,0,2018,1.231742480112666
Pakistan,2,2018,7.251323611651723
Dominican Republic,2,2020,3.3282383971049865
Yemen,1,2015,0.41366517607537967
Mexico,4,2016,0.8896465165616962
Vietnam,0,2015,5.158936017148095
Sierra Leone,1,2018,6.657220981967116
Switzerland,0,2021,8.390142168173936
Ethiopia,2,2016,5.946884811250893
Montenegro,3,2015,2.3881371729257665
Norway,0,2019,6.966603029536007
Russia,3,2021,3.8616070777524043
Iran,0,2019,4.4842530537112
Uruguay,0,2019,0.022073862018868913
Latvia,3,2017,6.0375712149779535
United Kingdom,2,2020,8.730301507239561
India,0,2017,2.072921581687391
Japan,0,2020,4.505845677222484
Kazakhstan,3,2017,9.780578280707855
United States,1,2018,6.926104294493092
Malta,3,2017,12.668062577556553
Peru,1,2015,0.9609229947776201
Lithuania,2,2019,7.274873250948974
Canada,1,2016,9.46730801035986
Tajikistan,0,2017,9.872375728789342
Ecuador,0,2018,4.112295131793284
Romania,0,2021,0.271972278772213
